country_code,year,total_population_natural_change_increase
834,2012,1583.988
834,2013,1625.68
834,2014,1665.963
834,2015,1705.124
834,2016,1743.375
834,2017,1780.978
834,2018,1818.305
834,2019,1855.809
834,2020,1893.975
834,2021,1933.202
834,2022,1973.624
834,2023,2015.313
834,2024,2058.34
834,2025,2102.753
834,2026,2148.49
834,2027,2195.214
834,2028,2242.53
834,2029,2290.126
834,2030,2337.74
834,2031,2385.181
834,2032,2432.273
834,2033,2478.782
834,2034,2524.417
834,2035,2568.89
834,2036,2611.99
834,2037,2653.685
834,2038,2693.967
834,2039,2732.796
834,2040,2770.197
834,2041,2806.267
834,2042,2841.181
834,2043,2875.085
834,2044,2908.048
834,2045,2940.093
834,2046,2971.199
834,2047,3001.319
834,2048,3030.436
834,2049,3058.583
834,2050,3085.819
834,2051,3112.208
834,2052,3137.799
834,2053,3162.62
834,2054,3186.68
834,2055,3209.997
834,2056,3232.578
834,2057,3254.36
834,2058,3275.254
834,2059,3295.172
834,2060,3314.048
834,2061,3331.833
834,2062,3348.452
834,2063,3363.8
834,2064,3377.753
834,2065,3390.169
834,2066,3400.925
834,2067,3409.977
834,2068,3417.303
834,2069,3422.888
834,2070,3426.765
834,2071,3429.013
834,2072,3429.738
834,2073,3429.017
834,2074,3426.871
834,2075,3423.274
834,2076,3418.165
834,2077,3411.48
834,2078,3403.193
834,2079,3393.322
834,2080,3381.932
834,2081,3369.111
834,2082,3354.933
834,2083,3339.451
834,2084,3322.669
834,2085,3304.542
834,2086,3284.992
834,2087,3263.935
834,2088,3241.329
834,2089,3217.179
834,2090,3191.529
834,2091,3164.442
834,2092,3135.987
834,2093,3106.225
834,2094,3075.214
834,2095,3042.985
834,2096,3009.554
834,2097,2974.933
834,2098,2939.126
834,2099,2902.131
840,1950,2190.349
840,1951,2258.208
840,1952,2384.134
840,1953,2490.475
840,1954,2577.231
840,1955,2644.207
840,1956,2690.823
840,1957,2716.755
840,1958,2721.126
840,1959,2702.118
840,1960,2658.194
840,1961,2588.482
840,1962,2493.411
840,1963,2375.866
840,1964,2241.337
840,1965,2096.645
840,1966,1949.006
840,1967,1805.732
840,1968,1673.788
840,1969,1558.789
840,1970,1465.128
840,1971,1394.55
840,1972,1344.064
840,1973,1310.686
840,1974,1293.447
840,1975,1291.672
840,1976,1304.56
840,1977,1329.768
840,1978,1364.214
840,1979,1404.785
840,1980,1448.26
840,1981,1491.946
840,1982,1534.305
840,1983,1573.896
840,1984,1609.202
840,1985,1640.153
840,1986,1667.888
840,1987,1693.831
840,1988,1718.367
840,1989,1740.376
840,1990,1756.664
840,1991,1763.269
840,1992,1758.261
840,1993,1741.588
840,1994,1714.944
840,1995,1681.974
840,1996,1647.562
840,1997,1616.93
840,1998,1594.235
840,1999,1581.633
840,2000,1581.583
840,2001,1595.298
840,2002,1619.338
840,2003,1648.924
840,2004,1679.749
840,2005,1704.144
840,2006,1713.715
840,2007,1704.295
840,2008,1674.797
840,2009,1626.791
840,2010,1565.977
840,2011,1500.938
840,2012,1441.138
840,2013,1393.648
840,2014,1361.259
840,2015,1344.382
840,2016,1340.458
840,2017,1342.86
840,2018,1345.672
840,2019,1346.042
840,2020,1341.594
840,2021,1331.066
840,2022,1315.058
840,2023,1294.111
840,2024,1267.969
840,2025,1236.428
840,2026,1199.587
840,2027,1158.456
840,2028,1114.244
840,2029,1067.954
840,2030,1020.621
840,2031,973.133
840,2032,926.128
840,2033,880.256
840,2034,836.175
840,2035,794.137
840,2036,753.99
840,2037,715.379
840,2038,678.229
840,2039,642.911
840,2040,609.914
840,2041,579.753
840,2042,552.884
840,2043,529.7
840,2044,510.487
840,2045,495.504
840,2046,484.855
840,2047,478.234
840,2048,475.262
840,2049,475.656
840,2050,479.304
840,2051,486.17
840,2052,495.928
840,2053,508.027
840,2054,521.788
840,2055,536.601
840,2056,551.972
840,2057,567.414
840,2058,582.328
840,2059,596.05
840,2060,607.983
840,2061,617.738
840,2062,625.3
840,2063,630.644
840,2064,633.616
840,2065,634.102
840,2066,632.102
840,2067,627.872
840,2068,621.7
840,2069,613.791
840,2070,604.237
840,2071,593.068
840,2072,580.441
840,2073,566.647
840,2074,552.07
840,2075,537.058
840,2076,521.894
840,2077,506.848
840,2078,492.245
840,2079,478.452
840,2080,465.83
840,2081,454.642
840,2082,444.882
840,2083,436.501
840,2084,429.494
840,2085,423.833
840,2086,419.421
840,2087,416.004
840,2088,413.292
840,2089,411.051
840,2090,409.068
840,2091,407.177
840,2092,405.256
840,2093,403.218
840,2094,401.006
840,2095,398.583
840,2096,395.921
840,2097,393.016
840,2098,389.87
840,2099,386.48
850,1950,0.583
850,1951,0.575
850,1952,0.562
850,1953,0.564
850,1954,0.58
850,1955,0.61
850,1956,0.655
850,1957,0.714
850,1958,0.789
850,1959,0.883
850,1960,0.997
850,1961,1.132
850,1962,1.286
850,1963,1.457
850,1964,1.638
850,1965,1.82
850,1966,1.994
850,1967,2.149
850,1968,2.28
850,1969,2.38
850,1970,2.446
850,1971,2.474
850,1972,2.469
850,1973,2.441
850,1974,2.393
850,1975,2.331
850,1976,2.262
850,1977,2.191
850,1978,2.124
850,1979,2.065
850,1980,2.018
850,1981,1.987
850,1982,1.968
850,1983,1.959
850,1984,1.955
850,1985,1.954
850,1986,1.954
850,1987,1.946
850,1988,1.931
850,1989,1.901
850,1990,1.856
850,1991,1.789
850,1992,1.703
850,1993,1.602
850,1994,1.49
850,1995,1.374
850,1996,1.261
850,1997,1.157
850,1998,1.068
850,1999,0.998
850,2000,0.949
850,2001,0.922
850,2002,0.914
850,2003,0.916
850,2004,0.927
850,2005,0.938
850,2006,0.943
850,2007,0.939
850,2008,0.923
850,2009,0.893
850,2010,0.85
850,2011,0.799
850,2012,0.745
850,2013,0.691
850,2014,0.642
850,2015,0.597
850,2016,0.557
850,2017,0.521
850,2018,0.485
850,2019,0.451
850,2020,0.418
850,2021,0.386
850,2022,0.356
850,2023,0.326
850,2024,0.297
850,2025,0.27
850,2026,0.242
850,2027,0.216
850,2028,0.189
850,2029,0.162
850,2030,0.135
850,2031,0.108
850,2032,0.08
850,2033,0.053
850,2034,0.026
850,2035,-0.002
850,2036,-0.027
850,2037,-0.053
850,2038,-0.078
850,2039,-0.102
850,2040,-0.124
850,2041,-0.146
850,2042,-0.165
850,2043,-0.184
850,2044,-0.201
850,2045,-0.215
850,2046,-0.23
850,2047,-0.24
850,2048,-0.251
850,2049,-0.258
850,2050,-0.264
850,2051,-0.268
850,2052,-0.271
850,2053,-0.273
850,2054,-0.274
850,2055,-0.274
850,2056,-0.273
850,2057,-0.272
850,2058,-0.269
850,2059,-0.268
850,2060,-0.264
850,2061,-0.261
850,2062,-0.258
850,2063,-0.254
850,2064,-0.25
850,2065,-0.247
850,2066,-0.243
850,2067,-0.239
850,2068,-0.237
850,2069,-0.234
850,2070,-0.233
850,2071,-0.231
850,2072,-0.232
850,2073,-0.232
850,2074,-0.234
850,2075,-0.236
850,2076,-0.24
850,2077,-0.245
850,2078,-0.249
850,2079,-0.256
850,2080,-0.263
850,2081,-0.27
850,2082,-0.277
850,2083,-0.285
850,2084,-0.293
850,2085,-0.3
850,2086,-0.309
850,2087,-0.317
850,2088,-0.327
850,2089,-0.337
850,2090,-0.346
850,2091,-0.357
850,2092,-0.365
850,2093,-0.373
850,2094,-0.38
850,2095,-0.384
850,2096,-0.388
850,2097,-0.39
850,2098,-0.39
850,2099,-0.39
854,1950,60.229
854,1951,61.961
854,1952,65.38
854,1953,68.704
854,1954,71.933
854,1955,75.072
854,1956,78.129
854,1957,81.119
854,1958,84.074
854,1959,87.04
854,1960,90.076
854,1961,93.242
854,1962,96.597
854,1963,100.178
854,1964,103.993
854,1965,107.969
854,1966,111.994
854,1967,115.998
854,1968,119.974
854,1969,123.988
854,1970,128.167
854,1971,132.673
854,1972,137.669
854,1973,143.28
854,1974,149.568
854,1975,156.639
854,1976,164.565
854,1977,173.224
854,1978,182.41
854,1979,191.906
854,1980,201.385
854,1981,210.491
854,1982,218.995
854,1983,226.762
854,1984,233.749
854,1985,240.001
854,1986,245.668
854,1987,251.071
854,1988,256.523
854,1989,262.22
854,1990,268.325
854,1991,274.938
854,1992,282.047
854,1993,289.654
854,1994,297.808
854,1995,306.493
854,1996,315.65
854,1997,325.227
854,1998,335.224
854,1999,345.699
854,2000,356.899
854,2001,369.132
854,2002,382.496
854,2003,396.902
854,2004,412.114
854,2005,427.671
854,2006,443.006
854,2007,457.636
854,2008,471.233
854,2009,483.679
854,2010,495.048
854,2011,505.606
854,2012,515.836
854,2013,526.135
854,2014,536.678
854,2015,547.555
854,2016,558.747
854,2017,570.105
854,2018,581.515
854,2019,592.968
854,2020,604.488
854,2021,616.116
854,2022,627.867
854,2023,639.734
854,2024,651.674
854,2025,663.646
854,2026,675.607
854,2027,687.484
854,2028,699.193
854,2029,710.656
854,2030,721.809
854,2031,732.617
854,2032,743.063
854,2033,753.122
854,2034,762.743
854,2035,771.879
854,2036,780.496
854,2037,788.594
854,2038,796.177
854,2039,803.247
854,2040,809.796
854,2041,815.823
854,2042,821.362
854,2043,826.465
854,2044,831.181
854,2045,835.578
854,2046,839.717
854,2047,843.638
854,2048,847.369
854,2049,850.928
854,2050,854.325
854,2051,857.551
854,2052,860.557
854,2053,863.29
854,2054,865.709
854,2055,867.779
854,2056,869.47
854,2057,870.761
854,2058,871.633
854,2059,872.062
854,2060,872.023
854,2061,871.504
854,2062,870.515
854,2063,869.073
854,2064,867.193
854,2065,864.912
854,2066,862.284
854,2067,859.329
854,2068,856.042
854,2069,852.397
854,2070,848.311
854,2071,843.676
854,2072,838.422
854,2073,832.531
854,2074,826.031
854,2075,819.007
854,2076,811.586
854,2077,803.897
854,2078,796.034
854,2079,788.034
854,2080,779.862
854,2081,771.422
854,2082,762.622
854,2083,753.417
854,2084,743.84
854,2085,733.986
854,2086,723.989
854,2087,713.966
854,2088,703.987
854,2089,694.063
854,2090,684.147
854,2091,674.157
854,2092,664.0
854,2093,653.589
854,2094,642.844
854,2095,631.72
854,2096,620.192
854,2097,608.246
854,2098,595.875
854,2099,583.079
858,1950,22.973
858,1951,23.427
858,1952,24.341
858,1953,25.266
858,1954,26.204
858,1955,27.15
858,1956,28.092
858,1957,29.019
858,1958,29.9
858,1959,30.688
858,1960,31.328
858,1961,31.769
858,1962,31.97
858,1963,31.922
858,1964,31.658
858,1965,31.264
858,1966,30.859
858,1967,30.546
858,1968,30.39
858,1969,30.405
858,1970,30.56
858,1971,30.779
858,1972,30.957
858,1973,31.007
858,1974,30.891
858,1975,30.579
858,1976,30.058
858,1977,29.381
858,1978,28.607
858,1979,27.786
858,1980,26.987
858,1981,26.277
858,1982,25.702
858,1983,25.293
858,1984,25.068
858,1985,25.037
858,1986,25.192
858,1987,25.476
858,1988,25.823
858,1989,26.185
858,1990,26.497
858,1991,26.7
858,1992,26.768
858,1993,26.683
858,1994,26.437
858,1995,26.039
858,1996,25.512
858,1997,24.909
858,1998,24.278
858,1999,23.649
858,2000,23.051
858,2001,22.499
858,2002,21.991
858,2003,21.52
858,2004,21.087
858,2005,20.68
858,2006,20.284
858,2007,19.884
858,2008,19.467
858,2009,19.031
858,2010,18.581
858,2011,18.127
858,2012,17.683
858,2013,17.261
858,2014,16.862
858,2015,16.49
858,2016,16.141
858,2017,15.809
858,2018,15.483
858,2019,15.161
858,2020,14.838
858,2021,14.51
858,2022,14.178
858,2023,13.839
858,2024,13.488
858,2025,13.123
858,2026,12.74
858,2027,12.339
858,2028,11.921
858,2029,11.489
858,2030,11.043
858,2031,10.588
858,2032,10.127
858,2033,9.664
858,2034,9.202
858,2035,8.743
858,2036,8.29
858,2037,7.837
858,2038,7.388
858,2039,6.942
858,2040,6.501
858,2041,6.065
858,2042,5.635
858,2043,5.212
858,2044,4.794
858,2045,4.381
858,2046,3.97
858,2047,3.562
858,2048,3.155
858,2049,2.747
858,2050,2.337
858,2051,1.926
858,2052,1.514
858,2053,1.101
858,2054,0.687
858,2055,0.271
858,2056,-0.145
858,2057,-0.562
858,2058,-0.98
858,2059,-1.397
858,2060,-1.814
858,2061,-2.229
858,2062,-2.644
858,2063,-3.056
858,2064,-3.463
858,2065,-3.863
858,2066,-4.253
858,2067,-4.632
858,2068,-4.998
858,2069,-5.35
858,2070,-5.687
858,2071,-6.009
858,2072,-6.318
858,2073,-6.614
858,2074,-6.898
858,2075,-7.17
858,2076,-7.431
858,2077,-7.678
858,2078,-7.915
858,2079,-8.14
858,2080,-8.356
858,2081,-8.565
858,2082,-8.767
858,2083,-8.963
858,2084,-9.152
858,2085,-9.331
858,2086,-9.5
858,2087,-9.655
858,2088,-9.795
858,2089,-9.917
858,2090,-10.017
858,2091,-10.097
858,2092,-10.154
858,2093,-10.189
858,2094,-10.201
858,2095,-10.19
858,2096,-10.157
858,2097,-10.1
858,2098,-10.021
858,2099,-9.919
860,1950,159.969
860,1951,163.111
860,1952,169.321
860,1953,175.383
860,1954,181.298
860,1955,187.064
860,1956,192.679
860,1957,198.15
860,1958,203.49
860,1959,208.709
860,1960,213.833
860,1961,218.912
860,1962,224.026
860,1963,229.297
860,1964,234.878
860,1965,240.963
860,1966,247.738
860,1967,255.307
860,1968,263.736
860,1969,273.061
860,1970,283.229
860,1971,294.106
860,1972,305.541
860,1973,317.447
860,1974,329.83
860,1975,342.856
860,1976,356.764
860,1977,371.689
860,1978,387.627
860,1979,404.439
860,1980,422.216
860,1981,441.081
860,1982,460.663
860,1983,480.274
860,1984,499.081
860,1985,515.97
860,1986,529.817
860,1987,539.878
860,1988,545.633
860,1989,546.778
860,1990,543.05
860,1991,534.478
860,1992,521.97
860,1993,506.635
860,1994,489.389
860,1995,470.996
860,1996,452.048
860,1997,433.203
860,1998,415.337
860,1999,399.469
860,2000,386.856
860,2001,378.581
860,2002,374.813
860,2003,375.395
860,2004,380.082
860,2005,388.539
860,2006,400.214
860,2007,413.836
860,2008,427.972
860,2009,441.386
860,2010,452.734
860,2011,460.914
860,2012,465.578
860,2013,466.551
860,2014,463.645
860,2015,456.89
860,2016,446.634
860,2017,433.822
860,2018,419.403
860,2019,404.011
860,2020,388.139
860,2021,372.075
860,2022,355.935
860,2023,339.943
860,2024,324.493
860,2025,309.99
860,2026,296.728
860,2027,284.731
860,2028,273.977
860,2029,264.486
860,2030,256.255
860,2031,249.217
860,2032,243.092
860,2033,237.56
860,2034,232.347
860,2035,227.205
860,2036,221.943
860,2037,216.428
860,2038,210.503
860,2039,203.98
860,2040,196.67
860,2041,188.449
860,2042,179.364
860,2043,169.491
860,2044,158.882
860,2045,147.573
860,2046,135.622
860,2047,123.186
860,2048,110.467
860,2049,97.659
860,2050,84.941
860,2051,72.453
860,2052,60.285
860,2053,48.542
860,2054,37.349
860,2055,26.813
860,2056,16.988
860,2057,7.83
860,2058,-0.7
860,2059,-8.606
860,2060,-15.885
860,2061,-22.545
860,2062,-28.64
860,2063,-34.24
860,2064,-39.417
860,2065,-44.238
860,2066,-48.757
860,2067,-53.022
860,2068,-57.086
860,2069,-61.007
860,2070,-64.833
860,2071,-68.584
860,2072,-72.255
860,2073,-75.837
860,2074,-79.342
860,2075,-82.8
860,2076,-86.23
860,2077,-89.62
860,2078,-92.938
860,2079,-96.146
860,2080,-99.175
860,2081,-101.946
860,2082,-104.409
860,2083,-106.537
860,2084,-108.331
860,2085,-109.808
860,2086,-111.012
860,2087,-112.019
860,2088,-112.906
860,2089,-113.724
860,2090,-114.507
860,2091,-115.278
860,2092,-116.043
860,2093,-116.809
860,2094,-117.57
860,2095,-118.329
860,2096,-119.087
860,2097,-119.841
860,2098,-120.59
860,2099,-121.334
862,1950,190.118
862,1951,193.617
862,1952,201.23
862,1953,210.069
862,1954,220.135
862,1955,231.405
862,1956,243.788
862,1957,257.138
862,1958,271.191
862,1959,285.492
862,1960,299.499
862,1961,312.629
862,1962,324.284
862,1963,334.009
862,1964,341.601
862,1965,346.896
862,1966,349.927
862,1967,351.27
862,1968,351.618
862,1969,351.528
862,1970,351.737
862,1971,352.961
862,1972,355.565
862,1973,359.746
862,1974,365.579
862,1975,372.882
862,1976,381.231
862,1977,389.978
862,1978,398.594
862,1979,406.844
862,1980,414.768
862,1981,422.616
862,1982,430.633
862,1983,438.863
862,1984,447.069
862,1985,454.773
862,1986,461.393
862,1987,466.503
862,1988,469.862
862,1989,471.45
862,1990,471.419
862,1991,470.101
862,1992,468.065
862,1993,465.832
862,1994,463.714
862,1995,461.98
862,1996,460.776
862,1997,459.99
862,1998,459.496
862,1999,459.253
862,2000,459.162
862,2001,459.088
862,2002,458.866
862,2003,458.354
862,2004,457.468
862,2005,456.171
862,2006,454.476
862,2007,452.459
862,2008,450.176
862,2009,447.629
862,2010,444.817
862,2011,441.735
862,2012,438.369
862,2013,434.696
862,2014,430.702
862,2015,426.355
862,2016,421.621
862,2017,416.494
862,2018,410.986
862,2019,405.124
862,2020,398.939
862,2021,392.469
862,2022,385.769
862,2023,378.893
862,2024,371.888
862,2025,364.788
862,2026,357.615
862,2027,350.361
862,2028,343.027
862,2029,335.627
862,2030,328.166
862,2031,320.642
862,2032,313.046
862,2033,305.38
862,2034,297.647
862,2035,289.854
862,2036,282.003
862,2037,274.101
862,2038,266.163
862,2039,258.201
862,2040,250.234
862,2041,242.275
862,2042,234.334
862,2043,226.416
862,2044,218.526
862,2045,210.656
862,2046,202.789
862,2047,194.914
862,2048,187.034
862,2049,179.16
862,2050,171.316
862,2051,163.527
862,2052,155.82
862,2053,148.217
862,2054,140.731
862,2055,133.375
862,2056,126.152
862,2057,119.046
862,2058,112.036
862,2059,105.105
862,2060,98.224
862,2061,91.365
862,2062,84.512
862,2063,77.659
862,2064,70.811
862,2065,63.987
862,2066,57.225
862,2067,50.555
862,2068,43.995
862,2069,37.549
862,2070,31.186
862,2071,24.862
862,2072,18.547
862,2073,12.229
862,2074,5.924
862,2075,-0.328
862,2076,-6.477
862,2077,-12.462
862,2078,-18.241
862,2079,-23.793
862,2080,-29.112
862,2081,-34.218
862,2082,-39.145
862,2083,-43.923
862,2084,-48.558
862,2085,-53.05
862,2086,-57.389
862,2087,-61.565
862,2088,-65.569
862,2089,-69.4
862,2090,-73.062
862,2091,-76.561
862,2092,-79.902
862,2093,-83.093
862,2094,-86.138
862,2095,-89.038
862,2096,-91.798
862,2097,-94.417
862,2098,-96.896
862,2099,-99.235
882,1950,2.892
882,1951,2.905
882,1952,2.94
882,1953,2.988
882,1954,3.051
882,1955,3.128
882,1956,3.219
882,1957,3.322
882,1958,3.436
882,1959,3.556
882,1960,3.678
882,1961,3.796
882,1962,3.906
882,1963,4.002
882,1964,4.081
882,1965,4.144
882,1966,4.19
882,1967,4.223
882,1968,4.25
882,1969,4.27
882,1970,4.284
882,1971,4.297
882,1972,4.306
882,1973,4.314
882,1974,4.322
882,1975,4.33
882,1976,4.338
882,1977,4.348
882,1978,4.357
882,1979,4.366
882,1980,4.373
882,1981,4.378
882,1982,4.377
882,1983,4.373
882,1984,4.364
882,1985,4.348
882,1986,4.328
882,1987,4.305
882,1988,4.279
882,1989,4.255
882,1990,4.234
882,1991,4.223
882,1992,4.224
882,1993,4.236
882,1994,4.256
882,1995,4.28
882,1996,4.302
882,1997,4.314
882,1998,4.315
882,1999,4.304
882,2000,4.284
882,2001,4.266
882,2002,4.252
882,2003,4.249
882,2004,4.255
882,2005,4.265
882,2006,4.273
882,2007,4.27
882,2008,4.252
882,2009,4.216
882,2010,4.164
882,2011,4.098
882,2012,4.024
882,2013,3.95
882,2014,3.878
882,2015,3.814
882,2016,3.758
882,2017,3.711
882,2018,3.672
882,2019,3.642
882,2020,3.621
882,2021,3.61
882,2022,3.605
882,2023,3.605
882,2024,3.61
882,2025,3.618
882,2026,3.631
882,2027,3.646
882,2028,3.666
882,2029,3.685
882,2030,3.705
882,2031,3.724
882,2032,3.74
882,2033,3.752
882,2034,3.759
882,2035,3.757
882,2036,3.747
882,2037,3.728
882,2038,3.7
882,2039,3.663
882,2040,3.617
882,2041,3.562
882,2042,3.5
882,2043,3.432
882,2044,3.361
882,2045,3.288
882,2046,3.214
882,2047,3.14
882,2048,3.067
882,2049,2.999
882,2050,2.936
882,2051,2.879
882,2052,2.828
882,2053,2.783
882,2054,2.745
882,2055,2.713
882,2056,2.688
882,2057,2.668
882,2058,2.652
882,2059,2.639
882,2060,2.627
882,2061,2.617
882,2062,2.606
882,2063,2.594
882,2064,2.579
882,2065,2.56
882,2066,2.535
882,2067,2.507
882,2068,2.472
882,2069,2.432
882,2070,2.386
882,2071,2.332
882,2072,2.273
882,2073,2.207
882,2074,2.138
882,2075,2.065
882,2076,1.989
882,2077,1.911
882,2078,1.832
882,2079,1.752
882,2080,1.675
882,2081,1.598
882,2082,1.523
882,2083,1.449
882,2084,1.377
882,2085,1.308
882,2086,1.24
882,2087,1.177
882,2088,1.116
882,2089,1.056
882,2090,1.0
882,2091,0.946
882,2092,0.894
882,2093,0.844
882,2094,0.796
882,2095,0.75
882,2096,0.704
882,2097,0.661
882,2098,0.619
882,2099,0.579
887,1950,78.315
887,1951,79.57
887,1952,82.011
887,1953,84.31
887,1954,86.466
887,1955,88.497
887,1956,90.451
887,1957,92.401
887,1958,94.479
887,1959,96.922
887,1960,99.995
887,1961,103.965
887,1962,109.074
887,1963,115.436
887,1964,123.001
887,1965,131.474
887,1966,140.413
887,1967,149.405
887,1968,158.201
887,1969,166.792
887,1970,175.362
887,1971,184.252
887,1972,193.899
887,1973,204.637
887,1974,216.586
887,1975,229.776
887,1976,244.117
887,1977,259.349
887,1978,275.237
887,1979,291.661
887,1980,308.606
887,1981,326.127
887,1982,344.225
887,1983,362.805
887,1984,381.678
887,1985,400.829
887,1986,420.304
887,1987,439.89
887,1988,459.155
887,1989,477.545
887,1990,494.054
887,1991,507.605
887,1992,517.75
887,1993,524.477
887,1994,528.11
887,1995,529.423
887,1996,529.518
887,1997,529.715
887,1998,531.117
887,1999,534.345
887,2000,539.81
887,2001,547.534
887,2002,556.864
887,2003,567.147
887,2004,578.063
887,2005,589.272
887,2006,600.474
887,2007,611.426
887,2008,621.88
887,2009,631.597
887,2010,640.449
887,2011,648.439
887,2012,655.679
887,2013,662.206
887,2014,667.923
887,2015,672.655
887,2016,676.212
887,2017,678.512
887,2018,679.55
887,2019,679.381
887,2020,678.113
887,2021,675.907
887,2022,672.996
887,2023,669.6
887,2024,665.871
887,2025,661.936
887,2026,657.853
887,2027,653.576
887,2028,649.06
887,2029,644.309
887,2030,639.305
887,2031,634.011
887,2032,628.373
887,2033,622.35
887,2034,615.924
887,2035,609.106
887,2036,601.931
887,2037,594.422
887,2038,586.574
887,2039,578.355
887,2040,569.718
887,2041,560.616
887,2042,550.986
887,2043,540.773
887,2044,529.926
887,2045,518.392
887,2046,506.13
887,2047,493.158
887,2048,479.507
887,2049,465.211
887,2050,450.289
887,2051,434.76
887,2052,418.691
887,2053,402.168
887,2054,385.287
887,2055,368.122
887,2056,350.725
887,2057,333.149
887,2058,315.466
887,2059,297.768
887,2060,280.107
887,2061,262.495
887,2062,244.953
887,2063,227.543
887,2064,210.368
887,2065,193.556
887,2066,177.229
887,2067,161.453
887,2068,146.266
887,2069,131.689
887,2070,117.699
887,2071,104.232
887,2072,91.184
887,2073,78.471
887,2074,66.061
887,2075,53.961
887,2076,42.208
887,2077,30.843
887,2078,19.882
887,2079,9.298
887,2080,-0.948
887,2081,-10.906
887,2082,-20.633
887,2083,-30.184
887,2084,-39.597
887,2085,-48.915
887,2086,-58.164
887,2087,-67.325
887,2088,-76.363
887,2089,-85.244
887,2090,-93.927
887,2091,-102.358
887,2092,-110.493
887,2093,-118.291
887,2094,-125.721
887,2095,-132.762
887,2096,-139.404
887,2097,-145.64
887,2098,-151.47
887,2099,-156.892
894,1950,60.218
894,1951,61.417
894,1952,63.909
894,1953,66.59
894,1954,69.461
894,1955,72.521
894,1956,75.771
894,1957,79.209
894,1958,82.833
894,1959,86.642
894,1960,90.631
894,1961,94.798
894,1962,99.136
894,1963,103.64
894,1964,108.305
894,1965,113.127
894,1966,118.104
894,1967,123.235
894,1968,128.518
894,1969,133.947
894,1970,139.569
894,1971,145.442
894,1972,151.561
894,1973,157.868
894,1974,164.269
894,1975,170.604
894,1976,176.698
894,1977,182.422
894,1978,187.689
894,1979,192.474
894,1980,196.85
894,1981,200.975
894,1982,204.996
894,1983,208.99
894,1984,212.923
894,1985,216.584
894,1986,219.672
894,1987,222.016
894,1988,223.6
894,1989,224.57
894,1990,225.137
894,1991,225.582
894,1992,226.32
894,1993,227.77
894,1994,230.264
894,1995,234.084
894,1996,239.396
894,1997,246.164
894,1998,254.359
894,1999,264.027
894,2000,275.339
894,2001,288.464
894,2002,303.268
894,2003,319.452
894,2004,336.649
894,2005,354.29
894,2006,371.759
894,2007,388.619
894,2008,404.583
894,2009,419.53
894,2010,433.597
894,2011,447.15
894,2012,460.708
894,2013,474.645
894,2014,489.055
894,2015,503.844
894,2016,518.772
894,2017,533.534
894,2018,547.942
894,2019,562.001
894,2020,575.829
894,2021,589.632
894,2022,603.663
894,2023,618.112
894,2024,633.05
894,2025,648.492
894,2026,664.39
894,2027,680.583
894,2028,696.923
894,2029,713.333
894,2030,729.751
894,2031,746.139
894,2032,762.498
894,2033,778.813
894,2034,795.051
894,2035,811.197
894,2036,827.247
894,2037,843.209
894,2038,859.081
894,2039,874.842
894,2040,890.486
894,2041,906.015
894,2042,921.414
894,2043,936.65
894,2044,951.685
894,2045,966.461
894,2046,980.919
894,2047,995.032
894,2048,1008.781
894,2049,1022.162
894,2050,1035.194
894,2051,1047.913
894,2052,1060.372
894,2053,1072.615
894,2054,1084.662
894,2055,1096.512
894,2056,1108.152
894,2057,1119.557
894,2058,1130.717
894,2059,1141.642
894,2060,1152.367
894,2061,1162.939
894,2062,1173.382
894,2063,1183.689
894,2064,1193.833
894,2065,1203.76
894,2066,1213.397
894,2067,1222.677
894,2068,1231.55
894,2069,1239.995
894,2070,1248.036
894,2071,1255.727
894,2072,1263.125
894,2073,1270.248
894,2074,1277.074
894,2075,1283.547
894,2076,1289.589
894,2077,1295.127
894,2078,1300.108
894,2079,1304.511
894,2080,1308.348
894,2081,1311.659
894,2082,1314.507
894,2083,1316.936
894,2084,1318.957
894,2085,1320.562
894,2086,1321.731
894,2087,1322.429
894,2088,1322.63
894,2089,1322.33
894,2090,1321.532
894,2091,1320.246
894,2092,1318.485
894,2093,1316.26
894,2094,1313.584
894,2095,1310.463
894,2096,1306.902
894,2097,1302.9
894,2098,1298.461
894,2099,1293.583
900,1950,45234.083
900,1951,45522.238
900,1952,46160.148
900,1953,46921.209
900,1954,47805.42
900,1955,48814.945
900,1956,49955.979
900,1957,51231.157
900,1958,52648.777
900,1959,54226.792
900,1960,55979.018
900,1961,57910.958
900,1962,60012.347
900,1963,62244.586
900,1964,64539.959
900,1965,66802.772
900,1966,68930.484
900,1967,70841.088
900,1968,72470.963
900,1969,73780.932
900,1970,74727.388
900,1971,75292.375
900,1972,75551.178
900,1973,75605.215
900,1974,75544.807
900,1975,75490.418
900,1976,75563.75
900,1977,75847.712
900,1978,76402.334
900,1979,77264.058
900,1980,78487.028
900,1981,80100.172
900,1982,82006.053
900,1983,84062.264
900,1984,86129.802
900,1985,88000.463
900,1986,89456.596
900,1987,90370.055
900,1988,90671.873
900,1989,90347.239
900,1990,89428.996
900,1991,88013.25
900,1992,86307.019
900,1993,84515.605
900,1994,82778.191
900,1995,81225.245
900,1996,79945.319
900,1997,78942.802
900,1998,78217.244
900,1999,77790.926
900,2000,77674.247
900,2001,77852.794
900,2002,78257.503
900,2003,78813.733
900,2004,79467.873
900,2005,80175.712
900,2006,80906.214
900,2007,81634.281
900,2008,82324.959
900,2009,82932.884
900,2010,83414.612
900,2011,83739.411
